canonical_year,proposed_episode_number,canonical_date,date_source,reported_episode_number,title,status,rss_episode_id,master_audio_source,master_source_reference,preferred_local_file,master_relative_path,metadata_flags,review_flags
2016,9,2016-03-01,rss,,2016 Episode 9,rss-only,2016-episode-9-7a5bb83344,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/02/20160229.mp3,,Master/2016/03/2016-03-01__S2016E009__2016-episode-9.mp3,,
2016,10,2016-03-17,rss,,2016 Episode 10,confirmed,2016-episode-10-9945f0890b,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/03/20160314.mp3,2016/20160314.mp3,Master/2016/03/2016-03-17__S2016E010__2016-episode-10.mp3,,
2016,11,2016-03-22,rss,,2016 Episode 11,confirmed,2016-episode-11-bc14e5e5bd,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/03/20160321E10.mp3,2016/20160321E10.mp3,Master/2016/03/2016-03-22__S2016E011__2016-episode-11.mp3,,
2016,12,2016-03-29,rss,,2016 Episode 12,confirmed,2016-episode-12-3b483bdfa4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/03/20160328.mp3,2016/20160328.mp3,Master/2016/03/2016-03-29__S2016E012__2016-episode-12.mp3,,
2016,13,2016-04-11,embedded-title+file-modified-year+filename+year-folder,13,2016 E13 | 04/11/2016,local-only,,local,2016/20160411 (2016_10_07 00_26_59 UTC).mp3,2016/20160411 (2016_10_07 00_26_59 UTC).mp3,Master/2016/04/2016-04-11__S2016E013__2016-e13-04-11-2016.mp3,,
2016,14,2016-04-15,rss,,2016 Episode 13,rss-only,2016-episode-13-c801fdde40,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/04/20160411.mp3,,Master/2016/04/2016-04-15__S2016E014__2016-episode-13.mp3,,
2016,15,2016-04-18,embedded-title+file-modified-year+filename+year-folder,,,local-only,,local,2016/20160418 (2016_10_07 00_26_59 UTC).mp3,2016/20160418 (2016_10_07 00_26_59 UTC).mp3,Master/2016/04/2016-04-18__S2016E015__episode.mp3,,
2016,16,2016-04-27,rss,,2016 Episode 14,rss-only,2016-episode-14-0acb302933,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/04/20160418.mp3,,Master/2016/04/2016-04-27__S2016E016__2016-episode-14.mp3,,
2016,17,2016-04-27,rss,,2016 Episode 15,confirmed,2016-episode-15-2df347a1ec,local-recovery,2016/20160425 (2016_10_07 00_26_59 UTC).mp3,2016/20160425 (2016_10_07 00_26_59 UTC).mp3,Master/2016/04/2016-04-27__S2016E017__2016-episode-15.mp3,,
2016,18,2016-05-11,rss,,2016 Episode 17,confirmed,2016-episode-17-70698b783e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/05/20160509.mp3,2016/20160509.mp3,Master/2016/05/2016-05-11__S2016E018__2016-episode-17.mp3,,
2016,19,2016-05-17,rss,,2016 Episode 18,confirmed,2016-episode-18-1c09cd5617,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/05/20160516.mp3,2016/20160516.mp3,Master/2016/05/2016-05-17__S2016E019__2016-episode-18.mp3,,
2016,20,2016-05-24,rss,,2016 Episode 19,rss-only,2016-episode-19-841aedc3d8,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/05/20160523.mp3,,Master/2016/05/2016-05-24__S2016E020__2016-episode-19.mp3,,
2016,21,2016-06-07,rss,,2016 Episode 20,confirmed,2016-episode-20-da81d522f6,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/06/20160606.mp3,2016/20160606.mp3,Master/2016/06/2016-06-07__S2016E021__2016-episode-20.mp3,,
2016,22,2016-06-21,rss,,2016 Episode 21,confirmed,2016-episode-21-415a909f26,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/06/20160613.mp3,2016/20160613.mp3,Master/2016/06/2016-06-21__S2016E022__2016-episode-21.mp3,,
2016,23,2016-06-21,rss,,2016 Episode 22,confirmed,2016-episode-22-c038436afc,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/06/20160620.mp3,2016/20160620.mp3,Master/2016/06/2016-06-21__S2016E023__2016-episode-22.mp3,,
2016,24,2016-06-28,rss,,2016 Episode 23,confirmed,2016-episode-23-377946b0ca,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/06/20160627.mp3,2016/20160627.mp3,Master/2016/06/2016-06-28__S2016E024__2016-episode-23.mp3,,
2016,25,2016-07-12,rss,,2016 Episode 24,confirmed,2016-episode-24-847ba0d023,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/07/20160711.mp3,2016/20160711.mp3,Master/2016/07/2016-07-12__S2016E025__2016-episode-24.mp3,,
2016,26,2016-07-19,rss,,2016 Episode 25,confirmed,2016-episode-25-643b7be317,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/07/20160718.mp3,2016/20160718.mp3,Master/2016/07/2016-07-19__S2016E026__2016-episode-25.mp3,,
2016,27,2016-07-26,rss,,2016 Episode 26,confirmed,2016-episode-26-30e9188dca,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/07/20160725.mp3,2016/20160725.mp3,Master/2016/07/2016-07-26__S2016E027__2016-episode-26.mp3,,
2016,28,2016-08-09,rss,,2016 Episode 27,confirmed,2016-episode-27-8338022b2c,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/08/20160801.mp3,2016/20160801.mp3,Master/2016/08/2016-08-09__S2016E028__2016-episode-27.mp3,,
2016,29,2016-08-09,rss,,2016 Episode 28,confirmed,2016-episode-28-76efe49e3d,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/08/20160808.mp3,2016/20160808.mp3,Master/2016/08/2016-08-09__S2016E029__2016-episode-28.mp3,,
2016,30,2016-08-18,rss,,2016 Episode 29,confirmed,2016-episode-29-6cbc27897e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/08/20160815.mp3,2016/20160815.mp3,Master/2016/08/2016-08-18__S2016E030__2016-episode-29.mp3,,
2016,31,2016-08-23,rss,,2016 Episode 30,confirmed,2016-episode-30-479bfa2128,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/08/20160822.mp3,2016/20160822.mp3,Master/2016/08/2016-08-23__S2016E031__2016-episode-30.mp3,,
2016,32,2016-08-30,rss,,2016 Episode 31,confirmed,2016-episode-31-31d1f631fa,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/08/20160829.mp3,2016/20160829.mp3,Master/2016/08/2016-08-30__S2016E032__2016-episode-31.mp3,,
2016,33,2016-09-06,rss,,2016 Episode 32,confirmed,2016-episode-32-fb97a96e02,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/09/20160905.mp3,2016/20160905.mp3,Master/2016/09/2016-09-06__S2016E033__2016-episode-32.mp3,,
2016,34,2016-09-13,rss,,2016 Episode 33,confirmed,2016-episode-33-c395157afc,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/09/20160912.mp3,2016/20160912.mp3,Master/2016/09/2016-09-13__S2016E034__2016-episode-33.mp3,,
2016,35,2016-09-27,rss,,2016 Episode 34,confirmed,2016-episode-34-d6c981e65f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/09/20160926.mp3,2016/20160926.mp3,Master/2016/09/2016-09-27__S2016E035__2016-episode-34.mp3,,
2016,36,2016-10-05,rss,,2016 Episode 35,confirmed,2016-episode-35-03f99ff222,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/10/20161003.mp3,2016/20161003.mp3,Master/2016/10/2016-10-05__S2016E036__2016-episode-35.mp3,,
2016,37,2016-10-12,rss,,2016 Episode 36,confirmed,2016-episode-36-aa1373a7a1,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/10/20161010.mp3,2016/20161010.mp3,Master/2016/10/2016-10-12__S2016E037__2016-episode-36.mp3,,
2016,38,2016-10-18,rss,,2016 Episode 37,confirmed,2016-episode-37-4c27010404,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/10/20161017.mp3,2016/20161017.mp3,Master/2016/10/2016-10-18__S2016E038__2016-episode-37.mp3,,
2016,39,2016-10-25,rss,,2016 Episode 38,confirmed,2016-episode-38-da78c6362e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/10/20161024.mp3,2016/20161024.mp3,Master/2016/10/2016-10-25__S2016E039__2016-episode-38.mp3,,
2016,40,2016-11-01,rss,,2016 Episode 39,confirmed,2016-episode-39-3876a2d1fa,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/10/20161031.mp3,2016/20161031.mp3,Master/2016/11/2016-11-01__S2016E040__2016-episode-39.mp3,,
2016,41,2016-11-08,rss,,2016 Episode 40,confirmed,2016-episode-40-79425106f4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/11/20161107.mp3,2016/20161107.mp3,Master/2016/11/2016-11-08__S2016E041__2016-episode-40.mp3,,
2016,42,2016-11-15,rss,,2016 Episode 41,confirmed,2016-episode-41-208c6be6c5,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/11/20161114.mp3,2016/20161114.mp3,Master/2016/11/2016-11-15__S2016E042__2016-episode-41.mp3,,
2016,43,2016-11-22,rss,,2016 Episode 42,confirmed,2016-episode-42-08cf2f16df,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/11/20161121.mp3,2016/20161121.mp3,Master/2016/11/2016-11-22__S2016E043__2016-episode-42.mp3,,
2016,44,2016-11-29,rss,,2016 Episode 43,rss-only,2016-episode-43-04d086894a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/11/20161128.mp3,,Master/2016/11/2016-11-29__S2016E044__2016-episode-43.mp3,,
2016,45,2016-12-20,rss,,2016 Episode 44,rss-only,2016-episode-44-1dcb828cc2,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2016/12/20161219.mp3,,Master/2016/12/2016-12-20__S2016E045__2016-episode-44.mp3,,
2016,46,,unresolved,,Live From The Path w/ Jacey,local-only,,local,2016/Live From The Path - Live From The Path w- Jacey (2016_10_07 00_26_59 UTC).mp3,2016/Live From The Path - Live From The Path w- Jacey (2016_10_07 00_26_59 UTC).mp3,Master/2016/00-unknown-date/2016-00-00__S2016E046__live-from-the-path-w-jacey.mp3,,Exact episode date unresolved
2017,1,2017-01-03,rss,1,2017 Episode 1,rss-only,ep-001-e8e472284f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/01/Live-From-The-Path-2017-E1-01-02-2017.mp3,,Master/2017/01/2017-01-03__S2017E001__2017-episode-1.mp3,,
2017,2,2017-01-13,rss,,2017 Episode 2,rss-only,2017-episode-2-713ab37133,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/01/Live-From-The-Path-2017-E2-01-09-2017.mp3,,Master/2017/01/2017-01-13__S2017E002__2017-episode-2.mp3,,
2017,3,2017-01-31,rss,,2017 Episode 3,confirmed,2017-episode-3-cf0cb680c6,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/01/20170130.mp3,2017/20170130.mp3,Master/2017/01/2017-01-31__S2017E003__2017-episode-3.mp3,,
2017,4,2017-02-14,rss,,2017 Episode 4,confirmed,2017-episode-4-8807f74f09,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/02/20170213.mp3,2017/20170213.mp3,Master/2017/02/2017-02-14__S2017E004__2017-episode-4.mp3,,
2017,5,2017-02-21,rss,,2017 Episode 5,rss-only,2017-episode-5-8479e8aef1,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/02/20170220.mp3,,Master/2017/02/2017-02-21__S2017E005__2017-episode-5.mp3,,
2017,6,2017-02-28,rss,,2017 Episode 6,rss-only,2017-episode-6-2955ffa381,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/02/20170227.mp3,,Master/2017/02/2017-02-28__S2017E006__2017-episode-6.mp3,,
2017,7,2017-03-09,rss,,2017 Episode 7,rss-only,2017-episode-7-233e6eebf5,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/03/20170306.mp3,,Master/2017/03/2017-03-09__S2017E007__2017-episode-7.mp3,,
2017,8,2017-03-14,rss,8,2017 Episode 8,confirmed,ep-008-4ceb642f3e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/03/20170313.mp3,2017/20170313.mp3,Master/2017/03/2017-03-14__S2017E008__2017-episode-8.mp3,,
2017,9,2017-03-21,rss,,2017 Episode 9,confirmed,2017-episode-9-0a93ca4502,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/03/20170320.mp3,2017/20170320.mp3,Master/2017/03/2017-03-21__S2017E009__2017-episode-9.mp3,,
2017,10,2017-03-28,rss,,2017 Episode 10,confirmed,2017-episode-10-fd85c724f2,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/03/20170327.mp3,2017/20170327.mp3,Master/2017/03/2017-03-28__S2017E010__2017-episode-10.mp3,,
2017,11,2017-04-11,rss,,2017 Episode 11,confirmed,2017-episode-11-fff401e20f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/04/20170411.mp3,2017/20170411.mp3,Master/2017/04/2017-04-11__S2017E011__2017-episode-11.mp3,,
2017,12,2017-04-18,rss,,2017 Episode 12,confirmed,2017-episode-12-bbcfa855e9,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/04/20170417.mp3,2017/20170417.mp3,Master/2017/04/2017-04-18__S2017E012__2017-episode-12.mp3,,
2017,13,2017-04-30,rss,,2017 Episode 13,confirmed,2017-episode-13-3badc9ac32,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/04/20170424.mp3,2017/20170424.mp3,Master/2017/04/2017-04-30__S2017E013__2017-episode-13.mp3,,
2017,14,2017-05-02,rss,14,2017 Episode 14,confirmed,ep-014-4c29b60980,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/05/20170501.mp3,2017/20170501.mp3,Master/2017/05/2017-05-02__S2017E014__2017-episode-14.mp3,,
2017,15,2017-05-09,rss,,2017 Episode 15,confirmed,2017-episode-15-62ed778169,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/05/20170508.mp3,2017/20170508.mp3,Master/2017/05/2017-05-09__S2017E015__2017-episode-15.mp3,,
2017,16,2017-05-16,rss,17,Survey Says,confirmed,ep-017-850ae14184,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/05/20170515.mp3,2017/20170515.mp3,Master/2017/05/2017-05-16__S2017E016__survey-says.mp3,Reported episode number differs from date-order sequence,
2017,17,2017-05-23,rss,17,The Man Romper,confirmed,ep-017-4e10cdbd45,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/05/20170522.mp3,2017/20170522.mp3,Master/2017/05/2017-05-23__S2017E017__the-man-romper.mp3,,
2017,18,2017-06-06,rss,18,Guppies and Pumpkins,confirmed,ep-018-6dd8275e8e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/06/20170605.mp3,2017/20170605.mp3,Master/2017/06/2017-06-06__S2017E018__guppies-and-pumpkins.mp3,,
2017,19,2017-06-13,rss,19,"Too Long, Didn’t Read It",confirmed,ep-019-34901492af,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/06/20170612.mp3,2017/20170612.mp3,Master/2017/06/2017-06-13__S2017E019__too-long-didn-t-read-it.mp3,,
2017,20,2017-06-20,rss,20,From Rib to Reality,confirmed,ep-020-3033040430,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/06/20170619.mp3,2017/20170619.mp3,Master/2017/06/2017-06-20__S2017E020__from-rib-to-reality.mp3,,
2017,21,2017-07-25,rss,22,Got You Under My Skin,rss-only,ep-022-7eb1bcee42,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/07/Live-From-The-Path-2017-E22-07-24-2017.mp3,,Master/2017/07/2017-07-25__S2017E021__got-you-under-my-skin.mp3,Reported episode number differs from date-order sequence,
2017,22,2017-08-21,rss,23,Hippo Valley PTA,confirmed,ep-023-a73cd6f7a7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/08/LFTP20170731.mp3,2017/LFTP20170731.mp3,Master/2017/08/2017-08-21__S2017E022__hippo-valley-pta.mp3,Reported episode number differs from date-order sequence,
2017,23,2017-08-21,rss,24,Discover Hope 5:17,confirmed,ep-024-ae948b33b4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/08/LFTP20170815.mp3,2017/LFTP20170815.mp3,Master/2017/08/2017-08-21__S2017E023__discover-hope-5-17.mp3,Reported episode number differs from date-order sequence,
2017,24,2017-09-06,rss,25,Texas Flood,rss-only,ep-025-a41785722c,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/09/20170828E25.mp3,,Master/2017/09/2017-09-06__S2017E024__texas-flood.mp3,Reported episode number differs from date-order sequence,
2017,25,2017-09-06,rss,26,"Beg Your Pardon, Joel",confirmed,ep-026-134c99b825,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/09/20170904E26.mp3,2017/20170904E26.mp3,Master/2017/09/2017-09-06__S2017E025__beg-your-pardon-joel.mp3,Reported episode number differs from date-order sequence,
2017,26,2017-09-26,rss,27,To Kneel or to Drag,rss-only,ep-027-e2fdb2148f,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/09/Live-From-The-Path-2017-E27-09-25-2017-1.mp3,,Master/2017/09/2017-09-26__S2017E026__to-kneel-or-to-drag.mp3,Reported episode number differs from date-order sequence,
2017,27,2017-10-22,rss,28,The Christian Lorax,rss-only,ep-028-bffe3f407e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/10/Live-From-The-Path_-2017-E28-_-10_02_2017.mp3,,Master/2017/10/2017-10-22__S2017E027__the-christian-lorax.mp3,Reported episode number differs from date-order sequence,
2017,28,2017-10-22,rss,29,"Crystal Joy, Completely Yours",confirmed,ep-029-4ef2c80abd,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/10/20171016.mp3,2017/20171016.mp3,Master/2017/10/2017-10-22__S2017E028__crystal-joy-completely-yours.mp3,Reported episode number differs from date-order sequence,
2017,29,2017-10-24,rss,30,Good News Changes the World: Health Care,rss-only,ep-030-13cac210e1,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/10/Live-From-The-Path-2017-E30-10-23-2017.mp3,,Master/2017/10/2017-10-24__S2017E029__good-news-changes-the-world-health-care.mp3,Reported episode number differs from date-order sequence,
2017,30,2017-11-22,rss,31,Why Ladies Cheat,rss-only,ep-031-8a84c185fb,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/11/20171106.mp3,,Master/2017/11/2017-11-22__S2017E030__why-ladies-cheat.mp3,Reported episode number differs from date-order sequence,
2017,31,2017-11-29,rss,32,Wings of Refuge,confirmed,ep-032-693a932c90,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2017/11/20171128.mp3,2017/20171128.mp3,Master/2017/11/2017-11-29__S2017E031__wings-of-refuge.mp3,Reported episode number differs from date-order sequence,
2018,1,2018-01-17,rss,1,Following the News,rss-only,ep-001-e6395023a7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/01/Live-From-The-Path_-2018-E01-_-01_15_2018.mp3,,Master/2018/01/2018-01-17__S2018E001__following-the-news.mp3,,
2018,2,2018-01-23,rss,2,Kenny Got A Plane,rss-only,ep-002-cf2398c51e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/01/Live-From-The-Path_-2018-E02-_-01_22_2018.mp3,,Master/2018/01/2018-01-23__S2018E002__kenny-got-a-plane.mp3,,
2018,3,2018-02-06,rss,3,Rightfully Miffed,rss-only,ep-003-6d4c70d4fd,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/02/Live-From-The-Path_-2018-E03-_-02_05_2018.mp3,,Master/2018/02/2018-02-06__S2018E003__rightfully-miffed.mp3,,
2018,4,2018-02-27,rss,4,Hinny Penny,rss-only,ep-004-3687f2b0b4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/02/20180226.mp3,,Master/2018/02/2018-02-27__S2018E004__hinny-penny.mp3,,
2018,5,2018-03-06,rss,5,Dirges,rss-only,ep-005-3e4afe5e95,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/03/20180305.mp3,,Master/2018/03/2018-03-06__S2018E005__dirges.mp3,,
2018,6,2018-03-13,rss,6,Egypt Jane,rss-only,ep-006-d224c6b7a3,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/03/20180313.mp3,,Master/2018/03/2018-03-13__S2018E006__egypt-jane.mp3,,
2018,7,2018-04-04,rss,,2018 Episode 6.5,rss-only,2018-episode-6-5-3ae72dc901,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/04/Audio-recording-2018-04-02-12-28-55.mp3,,Master/2018/04/2018-04-04__S2018E007__2018-episode-6-5.mp3,,
2018,8,2018-04-10,rss,7,Grammys and Cheeseburgers,rss-only,ep-007-e11cf603b7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/04/Live-From-The-Path_-2018-E07-_-04_9_2018.mp3,,Master/2018/04/2018-04-10__S2018E008__grammys-and-cheeseburgers.mp3,Reported episode number differs from date-order sequence,
2018,9,2018-04-17,rss,8,God and Hamilton,confirmed,ep-008-ca5f401aa4,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/04/20180416.mp3,2018/20180416.mp3,Master/2018/04/2018-04-17__S2018E009__god-and-hamilton.mp3,Reported episode number differs from date-order sequence,
2018,10,2018-05-15,rss,9,Risky Expectations,confirmed,ep-009-4028346113,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/05/20180514.mp3,2018/20180514.mp3,Master/2018/05/2018-05-15__S2018E010__risky-expectations.mp3,Reported episode number differs from date-order sequence,
2018,11,2018-08-07,rss,11,"Africa, AI and Advice",confirmed,ep-011-c53e9d5ed7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/08/20180806.mp3,2018/20180806.mp3,Master/2018/08/2018-08-07__S2018E011__africa-ai-and-advice.mp3,,
2018,12,2018-08-21,rss,12,Baby Shark,confirmed,ep-012-fef73f2f9e,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/08/20180820.mp3,2018/20180820.mp3,Master/2018/08/2018-08-21__S2018E012__baby-shark.mp3,,
2018,13,2018-09-05,rss,13,It Can Be Done From Jail,confirmed,ep-013-3a62c3a003,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/09/20180903.mp3,2018/20180903.mp3,Master/2018/09/2018-09-05__S2018E013__it-can-be-done-from-jail.mp3,,
2018,14,2018-09-18,rss,14,Marriage For One,confirmed,ep-014-d300302fd8,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/09/20180917.mp3,2018/20180917.mp3,Master/2018/09/2018-09-18__S2018E014__marriage-for-one.mp3,,
2018,15,2018-09-25,rss,15,Our Daily Brad,confirmed,ep-015-af05502ec7,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/09/20180924.mp3,2018/20180924.mp3,Master/2018/09/2018-09-25__S2018E015__our-daily-brad.mp3,,
2018,16,2018-10-09,rss,14,Non-habitual,confirmed,ep-014-ef7c6e8e20,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/10/20181008.mp3,2018/20181008.mp3,Master/2018/10/2018-10-09__S2018E016__non-habitual.mp3,Reported episode number differs from date-order sequence,
2018,17,2018-10-16,rss,17,Sabbath or Nah,confirmed,ep-017-9f8076d313,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/10/20181015.mp3,2018/20181015.mp3,Master/2018/10/2018-10-16__S2018E017__sabbath-or-nah.mp3,,
2018,18,2018-10-23,rss,18,The Weight of Grace,confirmed,ep-018-8055a3c660,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/10/20181022.mp3,2018/20181022.mp3,Master/2018/10/2018-10-23__S2018E018__the-weight-of-grace.mp3,,
2018,19,2018-11-06,rss,19,Hide It Under A Bush,confirmed,ep-019-bbe9ed7787,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/11/20181105.mp3,2018/20181105.mp3,Master/2018/11/2018-11-06__S2018E019__hide-it-under-a-bush.mp3,,
2018,20,2018-11-13,rss,20,Operation Christmas Trouble,confirmed,ep-020-b49953ea32,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/11/20181112.mp3,2018/20181112.mp3,Master/2018/11/2018-11-13__S2018E020__operation-christmas-trouble.mp3,,
2018,21,2018-11-20,rss,21,Paul The Intern,confirmed,ep-021-1b9ce0468a,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/11/20181119.mp3,2018/20181119.mp3,Master/2018/11/2018-11-20__S2018E021__paul-the-intern.mp3,,
2018,22,2018-12-04,rss,22,A Bad Hombre Does Bad Things,confirmed,ep-022-6b5dbf3a62,local-recovery,2018/20181126.mp3,2018/20181126.mp3,Master/2018/12/2018-12-04__S2018E022__a-bad-hombre-does-bad-things.mp3,,
2018,23,2018-12-11,rss,24,Divided We Thrive,confirmed,ep-024-3a2e6f24ba,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2018/12/20181210.mp3,2018/20181210.mp3,Master/2018/12/2018-12-11__S2018E023__divided-we-thrive.mp3,Reported episode number differs from date-order sequence,
2019,1,2019-01-15,rss,1,Dan 4 Prez,confirmed,ep-001-4c679108e1,rss,https://dts.podtrac.com/redirect.mp3/livefromthepath.org/wp-content/uploads/2019/01/20190114.mp3,2019/20190114.mp3,Master/2019/01/2019-01-15__S2019E001__dan-4-prez.mp3,,
