platform,media_id,title,publication_date,duration_seconds,url,candidate_disposition,matched_master_id,matched_master_date,match_score
youtube,sec8kH0a-6Y,Live From The Path | 2021 Episode 08,,4377,https://www.youtube.com/watch?v=sec8kH0a-6Y,likely-existing-episode-or-supporting-source,ep-008-700c9bd81b,2021-04-20,1.0
youtube,PS6JkQlNTnQ,Live From The Path | 2021 Episode 09,,5904,https://www.youtube.com/watch?v=PS6JkQlNTnQ,likely-existing-episode-or-supporting-source,ep-009-efddf5d48e,2021-04-27,1.0
youtube,8KUW8sTORvc,Live From The Path | 2021 Episode 10,,5221,https://www.youtube.com/watch?v=8KUW8sTORvc,likely-existing-episode-or-supporting-source,ep-010-df64a38622,2021-05-04,1.0
youtube,uwOtWbyq_iA,Live From The Path | 2021 Episode 11,,2329,https://www.youtube.com/watch?v=uwOtWbyq_iA,likely-existing-episode-or-supporting-source,ep-011-74b5913a9f,2021-06-22,1.0
youtube,mZS4Ae2lpS8,Live From The Path | 2021 Episode 12,,2890,https://www.youtube.com/watch?v=mZS4Ae2lpS8,likely-existing-episode-or-supporting-source,ep-012-a784084536,2021-06-22,1.0
youtube,dkUNDRWBa4I,Live From The Path | 2021 Episode 13,,2217,https://www.youtube.com/watch?v=dkUNDRWBa4I,likely-existing-episode-or-supporting-source,ep-013-cb17691125,2021-06-23,1.0
youtube,VfuDTs3lETk,Live From The Path | Episode 17,,4484,https://www.youtube.com/watch?v=VfuDTs3lETk,long-form-needs-date-reconciliation,,,0.5
youtube,ZcdtLSAQ_TM,Live From the Path Attacked By Wild Mouse,,47,https://www.youtube.com/watch?v=ZcdtLSAQ_TM,supporting-clip-needs-episode-link,,,0.439
youtube,Wapu-hRIISA,Live FromThe Path | 2020 Episode 11,,6422,https://www.youtube.com/watch?v=Wapu-hRIISA,long-form-needs-date-reconciliation,,,0.696
youtube,NZavmYabIeI,Loch Ness Monster Spotted on Apple Maps,,184,https://www.youtube.com/watch?v=NZavmYabIeI,supporting-clip-needs-episode-link,,,0.424
youtube,93-8zqQutcQ,"Love, Love, Love",,179,https://www.youtube.com/watch?v=93-8zqQutcQ,supporting-clip-needs-episode-link,,,0.609
youtube,SmZeSTqCDTU,Luddite From The Path,,4191,https://www.youtube.com/watch?v=SmZeSTqCDTU,likely-existing-episode-or-supporting-source,ep-022-df19bed46f,2025-10-21,1.0
youtube,mGekBq8WuCw,Make It Real - Ryan Sheeler,,266,https://www.youtube.com/watch?v=mGekBq8WuCw,supporting-clip-needs-episode-link,,,0.545
youtube,x6gWMV7cFts,Making Valuable Connections,,254,https://www.youtube.com/watch?v=x6gWMV7cFts,supporting-clip-needs-episode-link,,,0.512
youtube,TP-k_lBdEUk,Man Videos Women Stealing His Stuff at Beach,,227,https://www.youtube.com/watch?v=TP-k_lBdEUk,supporting-clip-needs-episode-link,,,0.478
youtube,jWG35gX1EgU,Man punched in church service then hit with car,,393,https://www.youtube.com/watch?v=jWG35gX1EgU,supporting-clip-needs-episode-link,,,0.442
youtube,c4JSLbHOjeY,"Man's Mom is Dying, Woman gets the Boot",,289,https://www.youtube.com/watch?v=c4JSLbHOjeY,supporting-clip-needs-episode-link,,,0.417
youtube,QgrXHC3LCcQ,Manafest - Every Time You Run (Live),,223,https://www.youtube.com/watch?v=QgrXHC3LCcQ,supporting-clip-needs-episode-link,,,0.462
youtube,hRSCXN19p_I,ManlyMenII.mp4,,547,https://www.youtube.com/watch?v=hRSCXN19p_I,supporting-clip-needs-episode-link,,,0.429
youtube,mVNC6gDhc_o,Mastering Self-Discipline: Overcoming Loopholes in Food Choices,,75,https://www.youtube.com/watch?v=mVNC6gDhc_o,supporting-clip-needs-episode-link,,,0.4
youtube,EYz2WSCRnf4,Matt Baird - Carry Me,,251,https://www.youtube.com/watch?v=EYz2WSCRnf4,supporting-clip-needs-episode-link,,,0.519
youtube,FlhATaZb_cs,Matt Baird - Sleep Well Tonight,,211,https://www.youtube.com/watch?v=FlhATaZb_cs,supporting-clip-needs-episode-link,,,0.462
youtube,bXPkb_SZ8u8,Matthew McConaughey Thanks God,,301,https://www.youtube.com/watch?v=bXPkb_SZ8u8,supporting-clip-needs-episode-link,,,0.449
youtube,d7o4qjfB7Ns,Maybe A Word From God,,5550,https://www.youtube.com/watch?v=d7o4qjfB7Ns,likely-existing-episode-or-supporting-source,ep-021-988f85fd60,2026-08-11,1.0
youtube,8xp7B2i8iR8,Mehna Mehna,,5300,https://www.youtube.com/watch?v=8xp7B2i8iR8,likely-existing-episode-or-supporting-source,ep-009-b9df9f5524,2025-04-29,1.0
youtube,zYbtkOQauT4,Mercies,,219,https://www.youtube.com/watch?v=zYbtkOQauT4,supporting-clip-needs-episode-link,,,0.571
youtube,D26X_bQ-5Uw,Micah Leaverton - I'm a Gypsy,,297,https://www.youtube.com/watch?v=D26X_bQ-5Uw,supporting-clip-needs-episode-link,,,0.476
youtube,ShmGRGWoTMQ,Micah Leaverton - Politicians,,274,https://www.youtube.com/watch?v=ShmGRGWoTMQ,supporting-clip-needs-episode-link,,,0.476
youtube,SliMU_UCGQM,Michael Jackson Hologram Sings Slave to the Rhythm,,355,https://www.youtube.com/watch?v=SliMU_UCGQM,supporting-clip-needs-episode-link,,,0.39
youtube,a-m2AASBczg,Mike Explains the Shofar,,125,https://www.youtube.com/watch?v=a-m2AASBczg,supporting-clip-needs-episode-link,,,0.491
youtube,uMIc3RzMXOY,Mike Fust - Methuselah Went To Nineveh and God Smote Him,,61,https://www.youtube.com/watch?v=uMIc3RzMXOY,supporting-clip-needs-episode-link,,,0.409
youtube,AeOH5j_ixg4,Mike Goes to the Liquor Store,,812,https://www.youtube.com/watch?v=AeOH5j_ixg4,supporting-clip-needs-episode-link,,,0.511
youtube,TLZ0L7i_58o,"Mike Has Gas in Church (Confessions from the back ""pew"")",,58,https://www.youtube.com/watch?v=TLZ0L7i_58o,supporting-clip-needs-episode-link,,,0.441
youtube,v8gSPcUcgl0,Mike lays down the law on bathroom phone usage,,38,https://www.youtube.com/watch?v=v8gSPcUcgl0,supporting-clip-needs-episode-link,,,0.41
youtube,_B5tPEojPXs,Millions in Stolen Nikes found in Front Yard,,177,https://www.youtube.com/watch?v=_B5tPEojPXs,supporting-clip-needs-episode-link,,,0.45
youtube,bl7fSIdUCOw,Mitch McVicker - My Deliverer,,260,https://www.youtube.com/watch?v=bl7fSIdUCOw,supporting-clip-needs-episode-link,,,0.48
youtube,pSTs2_O0dCE,Most People Haven't Put a Ton of Thought Into Their Beliefs,,40,https://www.youtube.com/watch?v=pSTs2_O0dCE,supporting-clip-needs-episode-link,,,0.5
youtube,6Cm0JtvDI1I,Mr. Prayer Closet,,4490,https://www.youtube.com/watch?v=6Cm0JtvDI1I,likely-existing-episode-or-supporting-source,ep-020-4ce5c47f0e,2026-07-21,1.0
youtube,EDtaFXBHEkY,Murph and the End,,5470,https://www.youtube.com/watch?v=EDtaFXBHEkY,likely-existing-episode-or-supporting-source,ep-017-6bcc62d5f4,2024-06-18,1.0
youtube,Pxh1dYpLBjU,My Assistant is Gruff and Calls Me a Brown Noser,,155,https://www.youtube.com/watch?v=Pxh1dYpLBjU,supporting-clip-needs-episode-link,,,0.442
youtube,nJo-9pF9sbU,My Cat Is Pining For Other Men,,865,https://www.youtube.com/watch?v=nJo-9pF9sbU,supporting-clip-needs-episode-link,,,0.537
youtube,pRZ7ZTzwsq8,My Early Years,,6490,https://www.youtube.com/watch?v=pRZ7ZTzwsq8,likely-existing-episode-or-supporting-source,ep-015-f40ee4d0ed,2026-06-08,1.0
youtube,q0MXk4mP09Y,My Friend's Dad Died and I Didn't Cry,,132,https://www.youtube.com/watch?v=q0MXk4mP09Y,supporting-clip-needs-episode-link,,,0.474
youtube,JCP51nJj9n8,My Girl Likes to Holy All the Time | Public Prayer & Worship Culture,,4066,https://www.youtube.com/watch?v=JCP51nJj9n8,likely-existing-episode-or-supporting-source,ep-007-593e405bb7,2026-03-10,1.0
youtube,sfgOO7QqZaQ,My mother-in-law hates me,,331,https://www.youtube.com/watch?v=sfgOO7QqZaQ,supporting-clip-needs-episode-link,,,0.488
youtube,wNzHLvn8FXk,Nanny refuses to work but demands pay,,328,https://www.youtube.com/watch?v=wNzHLvn8FXk,supporting-clip-needs-episode-link,,,0.416
youtube,gtKJAucwBuE,Never Once / I Surrender All,,273,https://www.youtube.com/watch?v=gtKJAucwBuE,supporting-clip-needs-episode-link,,,0.478
youtube,nPTK1GTajjk,Next Crossing - Grace Amazing,,241,https://www.youtube.com/watch?v=nPTK1GTajjk,supporting-clip-needs-episode-link,,,0.511
youtube,9n5jZyYL8PI,Next Crossing - Hey Hey,,220,https://www.youtube.com/watch?v=9n5jZyYL8PI,supporting-clip-needs-episode-link,,,0.462
youtube,N3NMNO5G_2I,No Chapstick in the Ambulance,,219,https://www.youtube.com/watch?v=N3NMNO5G_2I,supporting-clip-needs-episode-link,,,0.489
youtube,7Q8tu6UC82k,No Kissing Before Marriage?!?!,,353,https://www.youtube.com/watch?v=7Q8tu6UC82k,supporting-clip-needs-episode-link,,,0.5
youtube,xPnT-k1tFQQ,No Labels But The Kingdom,,310,https://www.youtube.com/watch?v=xPnT-k1tFQQ,supporting-clip-needs-episode-link,,,0.453
youtube,Azecn6aHTMM,Noah of the Future,,65,https://www.youtube.com/watch?v=Azecn6aHTMM,supporting-clip-needs-episode-link,,,0.545
youtube,cNye48OT-2g,Not Here For Me,,255,https://www.youtube.com/watch?v=cNye48OT-2g,supporting-clip-needs-episode-link,,,0.533
youtube,xWFPAbbz_wE,"Not Sure | Old Testament Law, Holy Spirit Guidance, Christian Discernment",,5994,https://www.youtube.com/watch?v=xWFPAbbz_wE,likely-existing-episode-or-supporting-source,ep-004-eb9eb1ee24,2026-02-03,1.0
youtube,EryiVnPkj9I,Nothing More Than Feelings,,5841,https://www.youtube.com/watch?v=EryiVnPkj9I,likely-existing-episode-or-supporting-source,ep-011-0ed1ab6b61,2023-05-31,1.0
youtube,C7SqAp1NPm8,Nothing More Than Feelings,,5841,https://www.youtube.com/watch?v=C7SqAp1NPm8,likely-existing-episode-or-supporting-source,ep-011-0ed1ab6b61,2023-05-31,1.0
youtube,Z6NtAASsPvg,Nothing Personal,,5283,https://www.youtube.com/watch?v=Z6NtAASsPvg,likely-existing-episode-or-supporting-source,ep-010-a233f41e30,2026-04-21,1.0
youtube,75H21G3GaHc,Old Timer - Kurt Loving,,239,https://www.youtube.com/watch?v=75H21G3GaHc,supporting-clip-needs-episode-link,,,0.533
youtube,AzhR7KCoyvE,On This Rock - Come Home (Live),,302,https://www.youtube.com/watch?v=AzhR7KCoyvE,supporting-clip-needs-episode-link,,,0.476
youtube,wMSjD_I5NfY,On This Rock - Don't Let The World Go By,,222,https://www.youtube.com/watch?v=wMSjD_I5NfY,supporting-clip-needs-episode-link,,,0.5
youtube,6nusL-hvdaA,On This Rock - New Walk,,268,https://www.youtube.com/watch?v=6nusL-hvdaA,supporting-clip-needs-episode-link,,,0.524
youtube,9iM1JAekRSE,On the Couch,,7090,https://www.youtube.com/watch?v=9iM1JAekRSE,likely-existing-episode-or-supporting-source,ep-017-345b6d2c6b,2025-08-19,1.0
youtube,0U29Uiv0PwA,One Parenting Mistake Haunts My Child's Therapy Sessions,,86,https://www.youtube.com/watch?v=0U29Uiv0PwA,supporting-clip-needs-episode-link,,,0.447
youtube,2dgift__b_8,One and Three,,3842,https://www.youtube.com/watch?v=2dgift__b_8,likely-existing-episode-or-supporting-source,ep-020-59dd7f6d67,2023-09-13,1.0
youtube,PPs0v1Zo94w,Onto The Lamb - Jim Scott,,248,https://www.youtube.com/watch?v=PPs0v1Zo94w,supporting-clip-needs-episode-link,,,0.526
youtube,pxrjRYR7pqw,Onyx 2 - You Are Mine,,260,https://www.youtube.com/watch?v=pxrjRYR7pqw,supporting-clip-needs-episode-link,,,0.55
youtube,FOTXKckqKZY,Onyx2 - Walk Away,,256,https://www.youtube.com/watch?v=FOTXKckqKZY,supporting-clip-needs-episode-link,,,0.452
youtube,BpK0apUWa0g,Our Newest Game: Woke or Toke,,758,https://www.youtube.com/watch?v=BpK0apUWa0g,supporting-clip-needs-episode-link,,,0.511
youtube,G0AIF8z70i8,Our take on Snake Handling Churches,,575,https://www.youtube.com/watch?v=G0AIF8z70i8,supporting-clip-needs-episode-link,,,0.512
youtube,lW2X1dPgOBw,Overcoming Criticism and Building Confidence in Your Choices,,61,https://www.youtube.com/watch?v=lW2X1dPgOBw,supporting-clip-needs-episode-link,,,0.423
youtube,rKg9IIgYl8k,Overcoming the Chronic Worry as Christians - Trusting God's Sovereignty,,64,https://www.youtube.com/watch?v=rKg9IIgYl8k,supporting-clip-needs-episode-link,,,0.417
youtube,MOvqh_ZaKsQ,Overexposed,,3825,https://www.youtube.com/watch?v=MOvqh_ZaKsQ,likely-existing-episode-or-supporting-source,ep-002-da21a93ce0,2026-01-13,1.0
youtube,vhFGUX9i3ek,PSWorshiperoftheweek,,180,https://www.youtube.com/watch?v=vhFGUX9i3ek,supporting-clip-needs-episode-link,,,0.468
youtube,sU27qK65K2I,"Paris: The Deeper, Gray Conversation",,182,https://www.youtube.com/watch?v=sU27qK65K2I,supporting-clip-needs-episode-link,,,0.5
youtube,gAvfHYvryaY,Pastor Rico Suave,,4822,https://www.youtube.com/watch?v=gAvfHYvryaY,likely-existing-episode-or-supporting-source,ep-030-9db3882c8e,2024-01-03,1.0
youtube,OCzpsKwUiBk,Pastor Tells Amazing Wolf Story,,110,https://www.youtube.com/watch?v=OCzpsKwUiBk,supporting-clip-needs-episode-link,,,0.473
youtube,ed2AZ75DCTg,Pastors having affairs: A call to action,,109,https://www.youtube.com/watch?v=ed2AZ75DCTg,supporting-clip-needs-episode-link,,,0.435
youtube,tSIPjAFfTl4,Peepads,,535,https://www.youtube.com/watch?v=tSIPjAFfTl4,supporting-clip-needs-episode-link,,,0.5
youtube,6jJ70TtT8AQ,Pieces of My Heart,,202,https://www.youtube.com/watch?v=6jJ70TtT8AQ,supporting-clip-needs-episode-link,,,0.562
youtube,Qu3pNEMDkBc,Politicians and Dan's Books.mp4,,443,https://www.youtube.com/watch?v=Qu3pNEMDkBc,supporting-clip-needs-episode-link,,,0.492
youtube,6BcnuYT65k0,Poo Tracker,,309,https://www.youtube.com/watch?v=6BcnuYT65k0,supporting-clip-needs-episode-link,,,0.462
youtube,Fj8PtbJWTpI,Pope Reese Bobby,,5550,https://www.youtube.com/watch?v=Fj8PtbJWTpI,likely-existing-episode-or-supporting-source,ep-008-20a199e68a,2025-04-22,1.0
youtube,8twvpbjxGck,Pope Style Boova - Trust God,,321,https://www.youtube.com/watch?v=8twvpbjxGck,supporting-clip-needs-episode-link,,,0.488
youtube,i0_vKTyrvqw,Praising You,,182,https://www.youtube.com/watch?v=i0_vKTyrvqw,supporting-clip-needs-episode-link,,,0.583
youtube,IJxRPPxL14A,Psalm 56 - God Is For Me!,,887,https://www.youtube.com/watch?v=IJxRPPxL14A,supporting-clip-needs-episode-link,,,0.421
youtube,_2nnw6N3ubg,Put Your Name On It,,4189,https://www.youtube.com/watch?v=_2nnw6N3ubg,likely-existing-episode-or-supporting-source,ep-012-871b36c8f7,2022-05-25,1.0
youtube,nB6M7phXrYU,"Question 6/21 -  Art, Artists, and the Church",,153,https://www.youtube.com/watch?v=nB6M7phXrYU,supporting-clip-needs-episode-link,,,0.48
youtube,vLayIeYvalQ,Questions,,231,https://www.youtube.com/watch?v=vLayIeYvalQ,supporting-clip-needs-episode-link,,,0.5
youtube,ZgNT-CVqRQI,QuickTrip Johnson,,3278,https://www.youtube.com/watch?v=ZgNT-CVqRQI,likely-existing-episode-or-supporting-source,ep-004-a1085a8127,2023-02-10,1.0
youtube,vg8zLNzJQxQ,Quik Trip Johnson,,26,https://www.youtube.com/watch?v=vg8zLNzJQxQ,likely-existing-episode-or-supporting-source,ep-004-a1085a8127,2023-02-10,0.941
youtube,bNXIcsN6WLA,QuikTrip Johnson | 2023 Episode 04,,3282,https://www.youtube.com/watch?v=bNXIcsN6WLA,likely-existing-episode-or-supporting-source,ep-004-a1085a8127,2023-02-10,1.0
youtube,SKTT0uzztps,RETRO LFTP: Weekend At Bildad’s,,4860,https://www.youtube.com/watch?v=SKTT0uzztps,likely-existing-episode-or-supporting-source,retro-lftp-weekend-at-bildad-s-05b305d402,2026-07-31,1.0
youtube,-jBdS_jnZoc,Race,,231,https://www.youtube.com/watch?v=-jBdS_jnZoc,supporting-clip-needs-episode-link,,,0.545
youtube,xBbHbYNnbxM,Rage The Elephant,,4634,https://www.youtube.com/watch?v=xBbHbYNnbxM,likely-existing-episode-or-supporting-source,ep-024-ff4a23f2b8,2026-09-22,1.0
youtube,ovl5g0cBGfI,Raisin Cakes,,4300,https://www.youtube.com/watch?v=ovl5g0cBGfI,likely-existing-episode-or-supporting-source,ep-023-3ff77f5045,2023-10-18,1.0
youtube,Qu8KHWZPNGg,Raisin Cakes | 2023 Episode 23,,4306,https://www.youtube.com/watch?v=Qu8KHWZPNGg,likely-existing-episode-or-supporting-source,ep-023-3ff77f5045,2023-10-18,1.0
youtube,KPJ0GbEKO9w,Raptors and Heifers,,4345,https://www.youtube.com/watch?v=KPJ0GbEKO9w,likely-existing-episode-or-supporting-source,ep-014-ae95379844,2025-07-01,1.0
youtube,4b1WnxxYC1c,Reaching The Unreachable,,872,https://www.youtube.com/watch?v=4b1WnxxYC1c,supporting-clip-needs-episode-link,,,0.5
youtube,FjPGMgZxMYA,"Read, Protect, and Complain About Your Husband",,3459,https://www.youtube.com/watch?v=FjPGMgZxMYA,likely-existing-episode-or-supporting-source,ep-001-9323a1ada2,2022-01-04,1.0
youtube,9wvxFUQzRYQ,Real Men Conference 2014,,218,https://www.youtube.com/watch?v=9wvxFUQzRYQ,supporting-clip-needs-episode-link,,,0.444
youtube,qCM76E2RJ80,"Red Cups, Really",,488,https://www.youtube.com/watch?v=qCM76E2RJ80,supporting-clip-needs-episode-link,,,0.593
youtube,tbA8H84OHkA,Regrets,,5574,https://www.youtube.com/watch?v=tbA8H84OHkA,likely-existing-episode-or-supporting-source,ep-010-d064f40b4d,2023-05-19,1.0
youtube,gK1cx8LcRnU,Rescue - Saved on Sunday,,224,https://www.youtube.com/watch?v=gK1cx8LcRnU,supporting-clip-needs-episode-link,,,0.585
youtube,ZE9nwNx2Tig,Responding to American Border Crisis,,714,https://www.youtube.com/watch?v=ZE9nwNx2Tig,supporting-clip-needs-episode-link,,,0.594
youtube,tjkPwicgUR4,Rethinking Wealth and Retirement with Phillip Ramsey,,296,https://www.youtube.com/watch?v=tjkPwicgUR4,supporting-clip-needs-episode-link,,,0.416
youtube,GhzIwqX_3dQ,Rightfully Miffed,,3762,https://www.youtube.com/watch?v=GhzIwqX_3dQ,likely-existing-episode-or-supporting-source,ep-003-6d4c70d4fd,2018-02-06,1.0
youtube,yOTjvLgDXBY,Rippin’ Heaters,,4508,https://www.youtube.com/watch?v=yOTjvLgDXBY,likely-existing-episode-or-supporting-source,ep-023-5e3489a930,2025-11-04,1.0
youtube,2AKvPJ7M8_E,"Risky Business | Christian Risk-Taking, Community Engagement, Faith in Action",,5656,https://www.youtube.com/watch?v=2AKvPJ7M8_E,likely-existing-episode-or-supporting-source,ep-006-2e7fd15c5b,2026-03-03,1.0
youtube,o3QR7tp9lk0,Running Man | Jeff Arrandale on Live From The Path,,269,https://www.youtube.com/watch?v=o3QR7tp9lk0,supporting-clip-needs-episode-link,,,0.467
youtube,7SFk7h5MgnU,Ryan Paul Buck - The Life You Gave,,377,https://www.youtube.com/watch?v=7SFk7h5MgnU,supporting-clip-needs-episode-link,,,0.475
youtube,b_iKKOSyEWY,Ryan Paul Buck - You Are The Lord,,277,https://www.youtube.com/watch?v=b_iKKOSyEWY,supporting-clip-needs-episode-link,,,0.468
youtube,JXILUVdHGIk,Ryan Sheeler - In My Eyes,,261,https://www.youtube.com/watch?v=JXILUVdHGIk,supporting-clip-needs-episode-link,,,0.468
youtube,kHxuux-hmVg,Sailing Trip Around the World Ends wtih Sick Child,,408,https://www.youtube.com/watch?v=kHxuux-hmVg,supporting-clip-needs-episode-link,,,0.449
youtube,4rnbhgwUCH0,Sanctified - 13,,284,https://www.youtube.com/watch?v=4rnbhgwUCH0,supporting-clip-needs-episode-link,,,0.429
youtube,H0-6U_EqrSs,Sanctified - Closer to the Edge,,197,https://www.youtube.com/watch?v=H0-6U_EqrSs,supporting-clip-needs-episode-link,,,0.465
youtube,nxUvbOgUecM,Sanctified - Driving Rain,,234,https://www.youtube.com/watch?v=nxUvbOgUecM,supporting-clip-needs-episode-link,,,0.5
youtube,EmthPdy4PtA,Sanctified - You Help Me,,245,https://www.youtube.com/watch?v=EmthPdy4PtA,supporting-clip-needs-episode-link,,,0.462
youtube,d5IKy4DA0SQ,Satellites and Sirens - Interview,,695,https://www.youtube.com/watch?v=d5IKy4DA0SQ,supporting-clip-needs-episode-link,,,0.51
youtube,Zg9-ugnRF4E,"Saul, Naturally",,7080,https://www.youtube.com/watch?v=Zg9-ugnRF4E,likely-existing-episode-or-supporting-source,ep-018-9720a9ea62,2023-08-24,1.0
youtube,3wqXpomr53E,Saved On Sunday - Let It Shine,,168,https://www.youtube.com/watch?v=3wqXpomr53E,supporting-clip-needs-episode-link,,,0.452
youtube,NhhxZzPPQ5Y,Saved On Sunday - Let Your Love Fall,,226,https://www.youtube.com/watch?v=NhhxZzPPQ5Y,supporting-clip-needs-episode-link,,,0.519
youtube,vds_zMhATlU,Saved on Sunday - Change The World,,210,https://www.youtube.com/watch?v=vds_zMhATlU,supporting-clip-needs-episode-link,,,0.592
youtube,RQve5OobFPc,Saved on Sunday - He Is Worthy,,238,https://www.youtube.com/watch?v=RQve5OobFPc,supporting-clip-needs-episode-link,,,0.471
youtube,x2YJEO0eR90,Saved on Sunday - Hey Baby,,375,https://www.youtube.com/watch?v=x2YJEO0eR90,supporting-clip-needs-episode-link,,,0.471
youtube,RvCYuso6pM4,Saved on Sunday - Let Your Love Fall,,228,https://www.youtube.com/watch?v=RvCYuso6pM4,supporting-clip-needs-episode-link,,,0.519
youtube,VO0BWgeH4w8,Saved on Sunday - Tell Everybody,,220,https://www.youtube.com/watch?v=VO0BWgeH4w8,supporting-clip-needs-episode-link,,,0.414
youtube,dkLkR0lr6Pw,Saved on Sunday - YouTube Girl,,200,https://www.youtube.com/watch?v=dkLkR0lr6Pw,supporting-clip-needs-episode-link,,,0.429
youtube,aG0C-yKUoZ0,Saying Flesh,,5220,https://www.youtube.com/watch?v=aG0C-yKUoZ0,likely-existing-episode-or-supporting-source,ep-028-d12593cf02,2023-12-08,1.0
youtube,kCd__mdn6iY,Saying Flesh | 2023 Episode 28,,5191,https://www.youtube.com/watch?v=kCd__mdn6iY,likely-existing-episode-or-supporting-source,ep-028-d12593cf02,2023-12-08,1.0
youtube,pqMlrondwQA,Saying Goodbye to Boova,,1184,https://www.youtube.com/watch?v=pqMlrondwQA,supporting-clip-needs-episode-link,,,0.579
youtube,KYmrGVHxD1M,"Sean Covington - Great, Great, Great",,274,https://www.youtube.com/watch?v=KYmrGVHxD1M,supporting-clip-needs-episode-link,,,0.459
youtube,Leh9xXc9F7A,Secrets and Topless Dudes,,5490,https://www.youtube.com/watch?v=Leh9xXc9F7A,likely-existing-episode-or-supporting-source,ep-010-cc97c82b11,2024-04-16,1.0
youtube,18WbXYRik3E,Secrets and Topless Dudes | 2024 Episode 10,,5481,https://www.youtube.com/watch?v=18WbXYRik3E,likely-existing-episode-or-supporting-source,ep-010-cc97c82b11,2024-04-16,1.0
youtube,o13SqdeQJiw,Secular v. Solomon - 5.28.12,,807,https://www.youtube.com/watch?v=o13SqdeQJiw,supporting-clip-needs-episode-link,,,0.419
youtube,qkBSH0l9C0k,Secular v. Solomon w/ Crystal Joy,,919,https://www.youtube.com/watch?v=qkBSH0l9C0k,supporting-clip-needs-episode-link,,,0.448
youtube,cCPFmDKktW4,Secular v. Solomon w/ Righteous Vendetta,,801,https://www.youtube.com/watch?v=cCPFmDKktW4,supporting-clip-needs-episode-link,,,0.462
youtube,UJkudK2KF1Q,Secular v. Solomon w/Ben Michaels,,691,https://www.youtube.com/watch?v=UJkudK2KF1Q,supporting-clip-needs-episode-link,,,0.475
youtube,AU69zkDgGew,Secular v. Solomon with Nate Beaird,,626,https://www.youtube.com/watch?v=AU69zkDgGew,supporting-clip-needs-episode-link,,,0.464
youtube,cdifH0Pu6P4,Secular vs Solomon,,51,https://www.youtube.com/watch?v=cdifH0Pu6P4,supporting-clip-needs-episode-link,,,0.5
youtube,4aSZxgoAX1c,Secular vs. Solomon w/Chandra Knudsen,,837,https://www.youtube.com/watch?v=4aSZxgoAX1c,supporting-clip-needs-episode-link,,,0.426
youtube,N_K8Tutp7Ns,Sex Trafficking - An Issue of Widows and Orphans,,231,https://www.youtube.com/watch?v=N_K8Tutp7Ns,supporting-clip-needs-episode-link,,,0.44
youtube,3Dh8GD6P9to,Sharing the Gospel Naturally,,60,https://www.youtube.com/watch?v=3Dh8GD6P9to,supporting-clip-needs-episode-link,,,0.619
youtube,m7AUJlnhOcw,Sharing the Gospel Without Fear,,55,https://www.youtube.com/watch?v=m7AUJlnhOcw,supporting-clip-needs-episode-link,,,0.528
youtube,-D2Kp9nogtM,"She Knows, Right?",,4920,https://www.youtube.com/watch?v=-D2Kp9nogtM,likely-existing-episode-or-supporting-source,ep-026-8ca3971a18,2023-11-17,1.0
youtube,CfQuY_TEDzM,"Shofar, Shogood",,5428,https://www.youtube.com/watch?v=CfQuY_TEDzM,likely-existing-episode-or-supporting-source,ep-024-1e306a789f,2022-10-03,1.0
youtube,x0gv9ReG45w,Should Christians be Pansies or Bullies?,,437,https://www.youtube.com/watch?v=x0gv9ReG45w,supporting-clip-needs-episode-link,,,0.506
youtube,euU3G_G2Gpk,Should I Let Folk Autograph My Bible?,,439,https://www.youtube.com/watch?v=euU3G_G2Gpk,supporting-clip-needs-episode-link,,,0.419
youtube,laRQnf-wv9E,Should I Marry This Doofus?,,378,https://www.youtube.com/watch?v=laRQnf-wv9E,supporting-clip-needs-episode-link,,,0.458
youtube,t7ULbs7lc6I,Should We Only Sing Scripture?,,56,https://www.youtube.com/watch?v=t7ULbs7lc6I,supporting-clip-needs-episode-link,,,0.423
youtube,RqGiYNp2UWc,Should we keep Jesus out of funerals?,,544,https://www.youtube.com/watch?v=RqGiYNp2UWc,supporting-clip-needs-episode-link,,,0.438
youtube,xnSnIb1sVIQ,Show Me The Toes,,5420,https://www.youtube.com/watch?v=xnSnIb1sVIQ,likely-existing-episode-or-supporting-source,ep-006-269c47e8e4,2023-03-29,1.0
youtube,GQJJxbQgWaA,Show Me The Toes | 2023 Episode 06,,5432,https://www.youtube.com/watch?v=GQJJxbQgWaA,likely-existing-episode-or-supporting-source,,2023-03-27,1.0
youtube,dkSask-4Jwo,Show Segment - Homeless Tithe and the Million Dollar Mall,,597,https://www.youtube.com/watch?v=dkSask-4Jwo,supporting-clip-needs-episode-link,,,0.462
youtube,2QKfjlVIFtU,Show Segment - Witness @ Work,,598,https://www.youtube.com/watch?v=2QKfjlVIFtU,supporting-clip-needs-episode-link,,,0.519
youtube,FA6vPs2ikUI,"Silly Rabbit | Christianity, Culture, and Navigating Social Expectations",,4077,https://www.youtube.com/watch?v=FA6vPs2ikUI,likely-existing-episode-or-supporting-source,ep-005-db6713baf6,2026-02-10,1.0
youtube,aT5JWMUT6cc,Silversyde  | Can't Let Go (Live),,257,https://www.youtube.com/watch?v=aT5JWMUT6cc,supporting-clip-needs-episode-link,,,0.526
youtube,piJKQGxghNA,"Silversyde - Circus, Circus",,200,https://www.youtube.com/watch?v=piJKQGxghNA,supporting-clip-needs-episode-link,,,0.588
